noise_family,noise_level,n_images,n_trials,sobel_rmse_mean,sobel_rmse_std,sobel_rmse_ci95,taylor_rmse_mean,taylor_rmse_std,taylor_rmse_ci95,improvement_factor_mean,improvement_factor_std,taylor_win_rate
saltpepper,1.0,6,18,9.272587304960934,0.7612992622022611,0.6091662797579277,1.5462484207350575,0.1692284105547579,0.13541093024151746,6.066858114566959,0.8341888236879644,1.0
saltpepper,5.0,6,18,20.532839207188662,1.6308943113378809,1.304987236480621,4.9932913018524765,0.1896776746205558,0.1517737493498854,4.117555300453546,0.36662672466012464,1.0
saltpepper,10.0,6,18,28.82508929259546,2.2207987123678032,1.777009064465468,8.634918795876546,0.1708240158346056,0.13668768037191323,3.339145840666147,0.26139180271071427,1.0
gaussian,10.0,6,18,11.251377065448473,2.45322522444493,1.96298900784484,5.197949912036082,1.0787806351143547,0.8632042861390733,2.1606912719636866,0.05909139034784556,1.0
gaussian,20.0,6,18,3.557997834019856,0.7757779322623762,0.620751628666383,1.981234847571069,0.4235186595627087,0.33888550674220436,1.7973131707964614,0.1101346953963974,1.0
gaussian,30.0,6,18,1.1251377065448473,0.245322522444493,0.196298900784484,0.8698763652337379,0.193331552420908,0.1546974605063784,1.2995344871543502,0.11796799854884639,1.0
