image,image_height,image_width,seed,noise_family,noise_level,achieved_snr_db,actual_impulse_density,normalization,method,method_label,hog_cosine_similarity,hog_relative_error,common_reference_cosine,common_reference_relative_error,clean_fidelity_cosine,clean_fidelity_relative_error
Images/cameraman.png,256,256,29,saltpepper,1.0,,0.0099945068359375,L2,A_sobel_standard,A: Sobel + Standard HOG,0.868387734256792,0.513054121400869,0.8129591476537973,0.6116221911379713,1.0,0.0
Images/cameraman.png,256,256,29,saltpepper,1.0,,0.0099945068359375,L2,B_taylor_standard,B: Taylor + Standard HOG,0.9768557821822978,0.21514747415529795,0.9768557821822978,0.21514747415529795,1.0,0.0
Images/cameraman.png,256,256,29,saltpepper,1.0,,0.0099945068359375,L2,C_taylor_robust,C: Taylor + Robust HOG,0.9965448220419397,0.08312855054745534,0.9937689665870976,0.11163362766570192,0.9962253746774977,0.08688642382446306
Images/cameraman.png,256,256,29,saltpepper,1.0,,0.0099945068359375,L2-Hys,A_sobel_standard,A: Sobel + Standard HOG,0.8998420111225752,0.44756672994732116,0.8531892109687962,0.5418685985240665,1.0,0.0
Images/cameraman.png,256,256,29,saltpepper,1.0,,0.0099945068359375,L2-Hys,B_taylor_standard,B: Taylor + Standard HOG,0.9854187963497976,0.17077004216333397,0.9854187963497976,0.17077004216333397,1.0,0.0
Images/cameraman.png,256,256,29,saltpepper,1.0,,0.0099945068359375,L2-Hys,C_taylor_robust,C: Taylor + Robust HOG,0.9963169032963322,0.08582653090591406,0.9942125951980719,0.10758628910740956,0.9972562393500204,0.07407780571787276
Images/cameraman.png,256,256,29,saltpepper,5.0,,0.0500030517578125,L2,A_sobel_standard,A: Sobel + Standard HOG,0.8028116990416089,0.6279941097787349,0.7538784260281869,0.7016004190018965,1.0,0.0
Images/cameraman.png,256,256,29,saltpepper,5.0,,0.0500030517578125,L2,B_taylor_standard,B: Taylor + Standard HOG,0.8708965873151983,0.5081405567061227,0.8708965873151983,0.5081405567061227,1.0,0.0
Images/cameraman.png,256,256,29,saltpepper,5.0,,0.0500030517578125,L2,C_taylor_robust,C: Taylor + Robust HOG,0.957160417452985,0.29271003586148375,0.9558561845027229,0.2971323459244286,0.9962253746774977,0.08688642382446306
Images/cameraman.png,256,256,29,saltpepper,5.0,,0.0500030517578125,L2-Hys,A_sobel_standard,A: Sobel + Standard HOG,0.8269020889733323,0.5883840769990745,0.7853036823854024,0.6552805775001693,1.0,0.0
Images/cameraman.png,256,256,29,saltpepper,5.0,,0.0500030517578125,L2-Hys,B_taylor_standard,B: Taylor + Standard HOG,0.9072633248397707,0.43066617039587496,0.9072633248397707,0.43066617039587496,1.0,0.0
Images/cameraman.png,256,256,29,saltpepper,5.0,,0.0500030517578125,L2-Hys,C_taylor_robust,C: Taylor + Robust HOG,0.9657566037713856,0.2616998136377738,0.964049502817818,0.26814360772808304,0.9972562393500204,0.07407780571787276
Images/cameraman.png,256,256,29,saltpepper,10.0,,0.100006103515625,L2,A_sobel_standard,A: Sobel + Standard HOG,0.771475327543779,0.6760542470190137,0.7247199797730297,0.7419973318374887,1.0,0.0
Images/cameraman.png,256,256,29,saltpepper,10.0,,0.100006103515625,L2,B_taylor_standard,B: Taylor + Standard HOG,0.8165233961414105,0.6057666280979725,0.8165233961414105,0.6057666280979725,1.0,0.0
Images/cameraman.png,256,256,29,saltpepper,10.0,,0.100006103515625,L2,C_taylor_robust,C: Taylor + Robust HOG,0.8627784410900884,0.523873188681984,0.8608964011185731,0.527453502939225,0.9962253746774977,0.08688642382446306
Images/cameraman.png,256,256,29,saltpepper,10.0,,0.100006103515625,L2-Hys,A_sobel_standard,A: Sobel + Standard HOG,0.806655827132917,0.62184270177817,0.7689318987550584,0.6798060035913203,1.0,0.0
Images/cameraman.png,256,256,29,saltpepper,10.0,,0.100006103515625,L2-Hys,B_taylor_standard,B: Taylor + Standard HOG,0.8537117598941154,0.5409033926896015,0.8537117598941154,0.5409033926896015,1.0,0.0
Images/cameraman.png,256,256,29,saltpepper,10.0,,0.100006103515625,L2-Hys,C_taylor_robust,C: Taylor + Robust HOG,0.8924179897719824,0.4638577588682392,0.8890876500048689,0.4709826960699703,0.9972562393500204,0.07407780571787276
Images/cameraman.png,256,256,29,gaussian,10.0,10.004446662820687,,L2,A_sobel_standard,A: Sobel + Standard HOG,0.8470959076544853,0.5529992628304597,0.8003994966181219,0.6318235566705032,1.0,0.0
