experiment,method,algorithm,noise,target_snr_db,achieved_snr_db,seed,image,image_height,image_width,polynomial_order,n,h,common_pad,roi_height,roi_width,matched_clean_gradient_RMSE,hog_relative_error,cosine_similarity,runtime,runtime_trial_1,runtime_trial_2,runtime_trial_3,runtime_repeats,iteration_count,final_residual,converged,noise_sha256,hog_normalization,robust_hog,robust_weighting,robust_delta,robust_window,visualization_percentile,tol,max_iter,init_sigma,runtime_definition
gaussian_parameter_sensitivity,Iterative squared loss,2,Gaussian SNR 10 dB,10,9.97532146562,42,Images/cameraman.png,256,256,3,16,1,16,224,224,2.86401947554,0.489086377632,0.880397257612,1.0989597,1.07427110001,1.21243680001,1.0989597,3,39,29.7689989224,true,1ecf6020e5cc133ba35921be3df5c7a5658f32fd054c826fb61b24e65506eb3a,L2-Hys,true,huber,2,5,95,0.001,500,,median of 3 noisy gradient-plus-HOG runs; solver setup and clean-reference computation excluded
gaussian_parameter_sensitivity,Iterative squared loss,2,Gaussian SNR 10 dB,10,9.97532146562,42,Images/cameraman.png,256,256,3,32,1,16,224,224,0.989121206824,0.518233398676,0.865717072253,1.53018669999,1.54303269999,1.53018669999,1.4963359,3,39,36.2028016688,true,1ecf6020e5cc133ba35921be3df5c7a5658f32fd054c826fb61b24e65506eb3a,L2-Hys,true,huber,2,5,95,0.001,500,,median of 3 noisy gradient-plus-HOG runs; solver setup and clean-reference computation excluded
gaussian_parameter_sensitivity,Iterative squared loss,2,Gaussian SNR 10 dB,10,9.97532146562,42,Images/cameraman.png,256,256,3,8,2,16,224,224,3.92730997547,0.496547217102,0.8767204306,0.890407800005,0.881455700001,0.890407800005,0.9023265,3,41,28.3951491847,true,1ecf6020e5cc133ba35921be3df5c7a5658f32fd054c826fb61b24e65506eb3a,L2-Hys,true,huber,2,5,95,0.001,500,,median of 3 noisy gradient-plus-HOG runs; solver setup and clean-reference computation excluded
gaussian_parameter_sensitivity,Iterative squared loss,2,Gaussian SNR 10 dB,10,9.97532146562,42,Images/cameraman.png,256,256,3,8,3,16,224,224,2.557319325,0.517237172738,0.866232853575,0.873890899995,0.873890899995,0.878615900001,0.852167100005,3,41,31.6942112553,true,1ecf6020e5cc133ba35921be3df5c7a5658f32fd054c826fb61b24e65506eb3a,L2-Hys,true,huber,2,5,95,0.001,500,,median of 3 noisy gradient-plus-HOG runs; solver setup and clean-reference computation excluded
gaussian_parameter_sensitivity,Iterative squared loss,2,Gaussian SNR 10 dB,10,9.97532146562,42,Images/cameraman.png,256,256,3,8,4,16,224,224,1.88741902591,0.528743049744,0.860215393681,0.817987999995,0.817987999995,0.818843300003,0.816469600002,3,41,34.4606978733,true,1ecf6020e5cc133ba35921be3df5c7a5658f32fd054c826fb61b24e65506eb3a,L2-Hys,true,huber,2,5,95,0.001,500,,median of 3 noisy gradient-plus-HOG runs; solver setup and clean-reference computation excluded
gaussian_parameter_sensitivity,Correntropy loss,3,Gaussian SNR 10 dB,10,9.97532146562,42,Images/cameraman.png,256,256,3,4,1,16,224,224,24.5111282397,0.513565932378,0.868125016557,0.44256689999,0.440547199993,0.44256689999,0.451431699999,3,3,15.6030272634,true,1ecf6020e5cc133ba35921be3df5c7a5658f32fd054c826fb61b24e65506eb3a,L2-Hys,true,huber,2,5,95,0.001,500,,median of 3 noisy gradient-plus-HOG runs; solver setup and clean-reference computation excluded
gaussian_parameter_sensitivity,Correntropy loss,3,Gaussian SNR 10 dB,10,9.97532146562,42,Images/cameraman.png,256,256,3,8,1,16,224,224,9.36175592856,0.484530179238,0.882615252709,25.4238907,25.377728,25.4238907,26.5972103,3,500,24.218209216,false,1ecf6020e5cc133ba35921be3df5c7a5658f32fd054c826fb61b24e65506eb3a,L2-Hys,true,huber,2,5,95,0.001,500,,median of 3 noisy gradient-plus-HOG runs; solver setup and clean-reference computation excluded
gaussian_parameter_sensitivity,Correntropy loss,3,Gaussian SNR 10 dB,10,9.97532146562,42,Images/cameraman.png,256,256,3,16,1,16,224,224,3.36628025356,0.484747395266,0.882509981396,13.8002411,13.8002411,13.8196549,13.7311548,3,154,30.1120167722,true,1ecf6020e5cc133ba35921be3df5c7a5658f32fd054c826fb61b24e65506eb3a,L2-Hys,true,huber,2,5,95,0.001,500,,median of 3 noisy gradient-plus-HOG runs; solver setup and clean-reference computation excluded
gaussian_parameter_sensitivity,Correntropy loss,3,Gaussian SNR 10 dB,10,9.97532146562,42,Images/cameraman.png,256,256,3,32,1,16,224,224,1.30556755556,0.531510186919,0.858748460607,12.2533534,12.0861177,12.2895905,12.2533534,3,107,36.4575712963,true,1ecf6020e5cc133ba35921be3df5c7a5658f32fd054c826fb61b24e65506eb3a,L2-Hys,true,huber,2,5,95,0.001,500,,median of 3 noisy gradient-plus-HOG runs; solver setup and clean-reference computation excluded
gaussian_parameter_sensitivity,Correntropy loss,3,Gaussian SNR 10 dB,10,9.97532146562,42,Images/cameraman.png,256,256,3,8,2,16,224,224,4.75105352704,0.49336602801,0.878294981209,12.1714548,12.1714548,12.1235357,12.2196805,3,220,28.8180690983,true,1ecf6020e5cc133ba35921be3df5c7a5658f32fd054c826fb61b24e65506eb3a,L2-Hys,true,huber,2,5,95,0.001,500,,median of 3 noisy gradient-plus-HOG runs; solver setup and clean-reference computation excluded
gaussian_parameter_sensitivity,Correntropy loss,3,Gaussian SNR 10 dB,10,9.97532146562,42,Images/cameraman.png,256,256,3,8,3,16,224,224,3.14797740368,0.51542626335,0.86716788353,11.356756,11.4214506,11.276098,11.356756,3,227,32.1665778045,true,1ecf6020e5cc133ba35921be3df5c7a5658f32fd054c826fb61b24e65506eb3a,L2-Hys,true,huber,2,5,95,0.001,500,,median of 3 noisy gradient-plus-HOG runs; solver setup and clean-reference computation excluded
gaussian_parameter_sensitivity,Correntropy loss,3,Gaussian SNR 10 dB,10,9.97532146562,42,Images/cameraman.png,256,256,3,8,4,16,224,224,2.40572962243,0.525035443682,0.862168891446,13.052036,13.1461891,13.0366412,13.052036,3,245,34.9575008279,true,1ecf6020e5cc133ba35921be3df5c7a5658f32fd054c826fb61b24e65506eb3a,L2-Hys,true,huber,2,5,95,0.001,500,,median of 3 noisy gradient-plus-HOG runs; solver setup and clean-reference computation excluded
